order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percent,sales_rep_id,order_status,total_amount,order_month,profit_margin,customer_segment,region,category,brand,revenue,gross_profit,order_quarter,order_year
ORD000082,CUST215,PROD27,2025-01-07,3,305.54,0.12,REP11,Shipped,806.6256000000001,2025-01,122.216,Standard,North America,Books,BrandA,806.6256000000001,289.2456000000001,1,2025
ORD000083,CUST20,PROD47,2025-04-17,1,130.22,0.25,REP14,Shipped,97.665,2025-04,52.088,Standard,Europe,Home,BrandC,97.665,45.565000000000005,2,2025
ORD000084,CUST285,PROD17,2025-03-17,5,200.75,0.12,REP9,Shipped,883.3,2025-03,80.30000000000001,Standard,North America,Clothing,BrandD,883.3,-59.30000000000007,1,2025
ORD000085,CUST42,PROD70,2025-07-24,7,151.46,0.17,REP1,Pending,879.9825999999999,2025-07,60.584,Premium,North America,Books,BrandB,879.9825999999999,-16.927400000000034,3,2025
ORD000086,CUST137,PROD39,2025-01-24,9,184.28,0.18,REP18,Cancelled,1359.9864,2025-01,73.712,Basic,Europe,Clothing,BrandB,1359.9864,53.63639999999987,1,2025
ORD000087,CUST165,PROD61,2024-11-21,7,362.33,0.06,REP2,Shipped,2384.1314,2024-11,144.932,Standard,North America,Clothing,BrandA,2384.1314,1781.5714000000003,4,2024
ORD000088,CUST173,PROD80,2025-08-11,9,155.59,0.11,REP14,Shipped,1246.2759,2025-08,62.236,Basic,Europe,Books,BrandD,1246.2759,-370.66409999999996,3,2025
ORD000089,CUST231,PROD33,2025-07-03,8,287.54,0.1,REP7,Shipped,2070.288,2025-07,115.01600000000002,Basic,Europe,Books,BrandA,2070.288,1750.688,3,2025
ORD000090,CUST287,PROD100,2025-07-24,2,243.26,0.01,REP3,Pending,481.6548,2025-07,97.304,Premium,North America,Sports,BrandD,481.6548,162.95480000000003,3,2025
ORD000091,CUST172,PROD79,2025-03-27,1,335.2,0.01,REP1,Shipped,331.848,2025-03,134.08,Basic,Europe,Electronics,BrandB,331.848,250.43800000000002,1,2025
ORD000092,CUST67,PROD43,2024-09-20,7,469.05,0.25,REP4,Pending,2462.5125,2024-09,187.62,Standard,North America,Home,BrandB,2462.5125,2313.4824999999996,3,2024
ORD000093,CUST15,PROD49,2024-09-25,7,368.96,0.08,REP19,Pending,2376.1024,2024-09,147.584,Basic,Europe,Books,BrandB,2376.1024,2197.3224,3,2024
ORD000094,CUST147,PROD80,2024-10-13,8,115.32,0.16,REP4,Pending,774.9504,2024-10,46.128,Standard,North America,Books,BrandD,774.9504,-662.3296,4,2024
ORD000095,CUST265,PROD65,2025-08-14,5,25.28,0.09,REP9,Cancelled,115.02400000000002,2025-08,10.112000000000002,Basic,Europe,Clothing,BrandE,115.02400000000002,-594.5759999999999,3,2025
ORD000096,CUST3,PROD55,2025-02-05,3,138.51,0.28,REP15,Pending,299.18159999999995,2025-02,55.404,Premium,Europe,Electronics,BrandD,299.18159999999995,55.431599999999946,1,2025
ORD000097,CUST260,PROD51,2025-02-03,8,301.59,0.08,REP7,Delivered,2219.7024,2025-02,120.636,Basic,North America,Books,BrandE,2219.7024,1369.7024000000001,1,2025
ORD000098,CUST176,PROD8,2024-10-08,6,35.2,0.13,REP12,Cancelled,183.744,2024-10,14.080000000000002,Premium,North America,Electronics,BrandD,183.744,-260.1959999999999,4,2024
ORD000099,CUST10,PROD6,2025-04-23,3,253.22,0.26,REP1,Cancelled,562.1483999999999,2025-04,101.288,Basic,North America,Books,BrandE,562.1483999999999,233.8583999999999,2,2025
ORD000100,CUST3,PROD4,2025-02-12,1,302.45,0.25,REP8,Shipped,226.8375,2025-02,120.98,Premium,Europe,Home,BrandE,226.8375,173.0975,1,2025
ORD000101,CUST22,PROD74,2025-02-15,3,173.78,0.06,REP2,Pending,490.0596,2025-02,69.512,Premium,Europe,Electronics,BrandD,490.0596,406.5096,1,2025
ORD000102,CUST135,PROD55,2025-05-11,5,387.75,0.24,REP4,Delivered,1473.45,2025-05,155.10000000000002,Basic,North America,Electronics,BrandD,1473.45,1067.2,2,2025
ORD000103,CUST5,PROD54,2025-05-25,3,62.23,0.14,REP5,Delivered,160.55339999999998,2025-05,24.892,Standard,Europe,Books,BrandC,160.55339999999998,111.77339999999998,2,2025
ORD000104,CUST260,PROD32,2024-09-16,1,46.82,0.14,REP3,Pending,40.2652,2024-09,18.728,Basic,North America,Books,BrandE,40.2652,-96.09480000000002,3,2024
ORD000105,CUST208,PROD17,2024-11-19,5,366.81,0.04,REP17,Delivered,1760.688,2024-11,146.72400000000002,Basic,Europe,Clothing,BrandD,1760.688,818.0880000000001,4,2024
ORD000106,CUST110,PROD7,2024-12-28,7,252.79,0.02,REP11,Delivered,1734.1394,2024-12,101.116,Standard,North America,Electronics,BrandD,1734.1394,1212.0094,4,2024
ORD000107,CUST108,PROD67,2025-02-07,7,347.32,0.22,REP16,Pending,1896.3672,2025-02,138.928,Standard,Europe,Sports,BrandE,1896.3672,1178.7271999999998,1,2025
ORD000108,CUST64,PROD23,2025-06-01,9,223.07,0.15,REP17,Cancelled,1706.4854999999998,2025-06,89.22800000000001,Premium,North America,Sports,BrandA,1706.4854999999998,1321.2854999999997,2,2025
ORD000109,CUST272,PROD40,2025-07-11,3,130.74,0.13,REP15,Cancelled,341.2314,2025-07,52.29600000000001,Basic,Europe,Books,BrandB,341.2314,-102.22859999999997,3,2025
ORD000110,CUST69,PROD24,2025-06-24,7,411.36,0.22,REP15,Delivered,2246.0256,2025-06,164.544,Premium,Europe,Electronics,BrandC,2246.0256,1038.7356,2,2025
ORD000111,CUST60,PROD34,2024-11-23,1,401.71,0.23,REP9,Cancelled,309.31669999999997,2024-11,160.684,Standard,Europe,Sports,BrandE,309.31669999999997,168.99669999999998,4,2024
ORD000112,CUST261,PROD74,2025-08-06,4,350.4,0.05,REP18,Cancelled,1331.5199999999998,2025-08,140.16,Standard,North America,Electronics,BrandD,1331.5199999999998,1220.1199999999997,3,2025
ORD000113,CUST14,PROD30,2024-09-20,4,143.35,0.18,REP14,Shipped,470.1880000000001,2024-09,57.34,Premium,Europe,Home,BrandC,470.1880000000001,-26.051999999999907,3,2024
ORD000114,CUST218,PROD12,2024-12-12,5,299.21,0.04,REP4,Shipped,1436.208,2024-12,119.684,Standard,Europe,Home,BrandA,1436.208,520.258,4,2024
ORD000115,CUST138,PROD30,2025-07-21,7,186.88,0.23,REP19,Pending,1007.2832,2025-07,74.752,Premium,Europe,Home,BrandC,1007.2832,138.8631999999999,3,2025
ORD000116,CUST138,PROD40,2025-05-01,7,54.88,0.2,REP7,Pending,307.32800000000003,2025-05,21.952,Premium,Europe,Books,BrandB,307.32800000000003,-727.412,2,2025
ORD000117,CUST40,PROD74,2025-02-26,4,459.48,0.29,REP5,Shipped,1304.9232,2025-02,183.79200000000003,Basic,North America,Electronics,BrandD,1304.9232,1193.5231999999999,1,2025
ORD000118,CUST151,PROD47,2025-09-15,7,77.04,0.02,REP1,Pending,528.4944,2025-09,30.816000000000003,Standard,Europe,Home,BrandC,528.4944,163.79440000000005,3,2025
ORD000119,CUST150,PROD8,2025-02-21,3,475.62,0.02,REP18,Delivered,1398.3228,2025-02,190.248,Standard,North America,Electronics,BrandD,1398.3228,1176.3528,1,2025
ORD000120,CUST153,PROD94,2024-11-30,6,228.54,0.08,REP19,Delivered,1261.5408,2024-11,91.416,Basic,Europe,Clothing,BrandD,1261.5408,604.8408,4,2024
ORD000121,CUST29,PROD82,2025-07-01,2,100.72,0.08,REP2,Shipped,185.3248,2025-07,40.288,Premium,Europe,Clothing,BrandB,185.3248,-22.71519999999998,3,2025
ORD000122,CUST258,PROD20,2025-03-24,9,275.53,0.07,REP5,Cancelled,2306.186099999999,2025-03,110.212,Basic,North America,Sports,BrandE,2306.186099999999,1571.966099999999,1,2025
ORD000123,CUST31,PROD8,2025-06-30,5,437.74,0.27,REP17,Delivered,1597.7509999999995,2025-06,175.096,Basic,North America,Electronics,BrandD,1597.7509999999995,1227.8009999999995,2,2025
ORD000124,CUST300,PROD15,2025-06-28,6,368.79,0.07,REP6,Shipped,2057.8482,2025-06,147.51600000000002,Premium,North America,Electronics,BrandC,2057.8482,1613.1882,2,2025
ORD000125,CUST89,PROD40,2025-02-23,4,405.21,0.08,REP12,Shipped,1491.1728,2025-02,162.084,Basic,Europe,Books,BrandB,1491.1728,899.8928000000001,1,2025
ORD000126,CUST289,PROD85,2025-09-06,7,332.8,0.23,REP5,Pending,1793.792,2025-09,133.12,Basic,North America,Books,BrandD,1793.792,676.6619999999998,3,2025
ORD000127,CUST157,PROD95,2025-08-12,9,349.22,0.13,REP20,Cancelled,2734.3926000000006,2025-08,139.68800000000002,Standard,Europe,Electronics,BrandE,2734.3926000000006,1222.0326000000007,3,2025
ORD000128,CUST140,PROD81,2024-12-03,7,426.11,0.23,REP14,Pending,2296.7329,2024-12,170.44400000000002,Premium,Europe,Home,BrandB,2296.7329,1982.8528999999999,4,2024
ORD000129,CUST8,PROD63,2025-04-08,1,132.34,0.02,REP5,Shipped,129.6932,2025-04,52.93600000000001,Basic,Europe,Home,BrandE,129.6932,19.213199999999986,2,2025
ORD000130,CUST227,PROD68,2025-09-07,1,249.82,0.15,REP6,Shipped,212.347,2025-09,99.928,Standard,Europe,Home,BrandE,212.347,127.01700000000001,3,2025
ORD000131,CUST243,PROD67,2024-12-01,9,118.39,0.01,REP12,Pending,1054.8549,2024-12,47.356,Basic,Europe,Sports,BrandE,1054.8549,132.1749000000001,4,2024
ORD000132,CUST25,PROD46,2024-11-27,9,493.96,0.02,REP13,Cancelled,4356.727199999999,2024-11,197.584,Basic,Europe,Clothing,BrandC,4356.727199999999,2748.2471999999993,4,2024
ORD000133,CUST73,PROD20,2024-11-13,4,472.59,0.27,REP18,Cancelled,1379.9627999999998,2024-11,189.036,Basic,North America,Sports,BrandE,1379.9627999999998,1053.6427999999999,4,2024
ORD000134,CUST68,PROD94,2025-04-11,9,29.32,0.04,REP1,Shipped,253.3248,2025-04,11.728000000000002,Standard,North America,Clothing,BrandD,253.3248,-731.7252000000001,2,2025
ORD000135,CUST188,PROD66,2025-05-09,3,355.73,0.16,REP19,Pending,896.4396,2025-05,142.292,Standard,North America,Clothing,BrandD,896.4396,780.9996000000001,2,2025
ORD000136,CUST99,PROD35,2025-06-07,7,463.37,0.12,REP16,Pending,2854.3592000000003,2025-06,185.348,Basic,Europe,Clothing,BrandB,2854.3592000000003,2505.9692000000005,2,2025
ORD000137,CUST140,PROD96,2025-04-23,6,98.48,0.1,REP2,Shipped,531.792,2025-04,39.392,Premium,Europe,Books,BrandE,531.792,-459.22799999999995,2,2025
ORD000138,CUST157,PROD24,2025-07-30,8,288.29,0.27,REP1,Shipped,1683.6136,2025-07,115.31600000000002,Standard,Europe,Electronics,BrandC,1683.6136,303.8535999999999,3,2025
ORD000139,CUST267,PROD30,2025-02-26,9,458.59,0.01,REP11,Cancelled,4086.0369,2025-02,183.436,Basic,Europe,Home,BrandC,4086.0369,2969.4969,1,2025
ORD000140,CUST282,PROD62,2025-03-09,5,26.63,0.2,REP5,Cancelled,106.52,2025-03,10.652,Basic,Europe,Sports,BrandA,106.52,-336.68,1,2025
ORD000141,CUST151,PROD36,2025-05-22,1,351.74,0.29,REP11,Delivered,249.7354,2025-05,140.696,Standard,Europe,Clothing,BrandB,249.7354,221.8154,2,2025
ORD000142,CUST291,PROD51,2024-10-08,3,155.7,0.17,REP12,Cancelled,387.6929999999999,2024-10,62.28,Basic,North America,Books,BrandE,387.6929999999999,68.94299999999993,4,2024
ORD000143,CUST65,PROD28,2025-07-21,8,462.95,0.28,REP19,Pending,2666.5919999999996,2025-07,185.18,Standard,Europe,Home,BrandA,2666.5919999999996,1459.1519999999996,3,2025
ORD000144,CUST185,PROD72,2025-03-25,6,485.82,0.02,REP8,Pending,2856.6216,2025-03,194.328,Basic,North America,Clothing,BrandA,2856.6216,2691.6216,1,2025
ORD000145,CUST166,PROD42,2025-04-01,8,472.69,0.13,REP10,Cancelled,3289.9224,2025-04,189.076,Standard,North America,Sports,BrandA,3289.9224,2998.1624,2,2025
ORD000146,CUST6,PROD87,2025-03-01,9,242.36,0.08,REP12,Pending,2006.7408000000005,2025-03,96.94400000000002,Standard,Europe,Sports,BrandD,2006.7408000000005,1129.4208000000003,1,2025
ORD000147,CUST198,PROD79,2024-10-05,4,432.4,0.22,REP4,Delivered,1349.088,2024-10,172.96,Standard,Europe,Electronics,BrandB,1349.088,1023.448,4,2024
ORD000148,CUST181,PROD80,2025-03-31,1,423.83,0.29,REP12,Cancelled,300.91929999999996,2025-03,169.532,Standard,Europe,Books,BrandD,300.91929999999996,121.25929999999997,1,2025
